CustomerID,Total_Revenue,Average_Order_Value,Total_Orders,Total_Products,Total_Items,Active_days
12921,16587.09,23.037625,37,246,9526,364
12922,405.38,14.477857142857143,1,28,370,0
12923,172.82,6.172142857142857,1,28,68,0
12924,933.7,31.123333333333335,4,22,481,239
12925,694.05,15.423333333333332,2,42,541,70
12928,2062.7,24.55595238095238,5,61,1472,323
12929,117.85,14.73125,1,8,37,0
12930,415.8,16.632,2,20,252,93
12931,42055.96,512.8775609756098,15,30,28004,336
12933,607.53,5.7314150943396225,3,102,499,259
12935,2160.7,16.749612403100773,7,80,1853,317
12936,1063.9,17.15967741935484,4,56,559,61
12937,1504.27,12.535583333333333,4,81,1007,252
12938,114.14,12.682222222222222,1,9,140,0
12939,11581.8,246.42127659574467,8,24,4876,270
12940,899.69,9.371770833333334,2,87,404,33
12942,675.6,9.651428571428571,3,68,198,234
12944,604.51,20.150333333333332,2,29,289,319
12945,462.95,20.128260869565217,1,23,165,0
12947,1603.99,16.535979381443298,6,83,1165,229
12948,2064.95,17.801293103448273,7,82,1080,248
12949,4167.22,19.382418604651164,8,168,2381,221
12950,1843.0,80.1304347826087,3,13,1380,21
12951,1064.07,16.89,6,54,503,322
12952,1387.79,17.566962025316457,4,64,653,72
12953,329.85,19.40294117647059,1,17,84,0
12955,4757.16,26.428666666666665,11,82,3664,266
12956,108.07,5.687894736842105,1,19,34,0
12957,4017.54,16.880420168067225,8,208,2549,329
12962,266.39,16.649375,2,15,129,106
12963,1856.63,19.54347368421053,8,75,881,357
12965,769.8100000000001,7.1278703703703705,1,107,282,0
12966,160.18,16.018,1,10,75,0
12967,1660.9,87.41578947368421,2,19,438,13
12968,135.95,27.189999999999998,1,5,73,0
12970,405.47,3.1431782945736435,4,116,268,315
12971,11189.91,36.68822950819672,86,96,9289,368
12974,144.8,18.1,1,8,24,0
12976,738.6,33.57272727272727,1,22,561,0
12977,39.239999999999995,4.359999999999999,1,9,12,0
12980,7374.900000000001,368.745,9,6,886,200
12981,372.21999999999997,18.610999999999997,2,14,242,103
12982,390.54,13.947857142857144,1,28,288,0
12984,97.5,24.375,1,4,26,0
12985,1239.38,16.30763157894737,2,73,1533,27
12987,558.7,19.95357142857143,2,27,219,124
12988,505.82,6.094216867469879,1,75,126,0
12989,6924.11,108.18921875,15,41,2943,361
12990,409.5,31.5,3,8,200,278
12991,503.76,16.25032258064516,2,31,405,89
12993,414.76,15.361481481481482,4,26,240,275
12994,974.42,15.974098360655738,3,52,459,264
12995,211.32,70.44,1,3,108,0
12997,1226.89,20.794745762711866,4,46,664,294
12999,455.88,16.28142857142857,3,25,342,49
13000,534.85,17.253225806451614,3,30,379,258
13001,9785.970000000001,29.038486646884277,13,167,5490,322
13002,120.94999999999999,17.27857142857143,1,7,73,0
13003,149.05,24.84166666666667,3,4,103,109
13004,5655.91,13.999777227722772,18,281,4822,346
13005,513.7,19.75769230769231,2,21,172,72
13006,81.57,20.3925,1,4,55,0
13008,229.46999999999997,16.390714285714285,1,14,175,0
13011,50.550000000000004,16.85,1,3,13,0
13012,1646.8400000000001,18.71409090909091,8,67,820,285
13013,4810.9400000000005,21.967762557077627,13,155,2224,370
13014,3466.2799999999997,31.800733944954125,10,68,905,270
13015,3339.64,19.08365714285714,5,156,1609,195
13016,789.89,16.806170212765956,3,39,527,49
13017,204.0,204.0,1,1,48,0
13018,7277.7,15.890174672489083,28,316,5435,279
13021,2616.38,19.97236641221374,9,101,1352,354
13023,689.9,17.2475,2,36,286,65
13026,975.36,24.384,5,32,1620,274
13027,6912.0,265.84615384615387,6,6,17280,240
13028,661.3199999999999,14.695999999999998,2,40,798,22
13029,1247.5,124.75,3,8,134,322
13030,752.4399999999999,8.178695652173912,2,77,348,356
13032,1010.1800000000001,14.227887323943662,2,55,375,34
13033,190.55,17.322727272727274,1,11,83,0
13034,642.77,17.372162162162162,2,37,369,314
13035,921.88,34.1437037037037,2,23,644,186
13037,881.07,18.355625,3,44,431,118
13038,908.46,32.445,3,24,360,210
13040,676.99,15.743953488372092,2,38,355,24
13043,516.42,39.72461538461538,1,13,254,0
13044,560.47,16.983939393939394,1,33,429,0
13045,305.28,16.959999999999997,1,18,221,0
13046,629.31,17.980285714285714,2,32,264,235
13047,3237.54,18.822906976744186,10,106,1391,342
13048,1819.41,13.477111111111112,4,78,1228,312
13049,656.6800000000001,46.90571428571429,2,14,268,253
13050,5836.86,14.483523573200992,17,248,3748,351
13052,348.15000000000003,19.34166666666667,1,18,222,0
13055,1214.41,15.979078947368421,3,75,894,135
13058,271.40000000000003,33.925000000000004,3,5,52,127
13059,183.4,22.925,1,8,35,0
13060,307.53000000000003,20.502000000000002,1,15,123,0
13061,248.61,24.861,1,10,107,0
13062,346.98,31.543636363636367,1,11,343,0
13064,1105.59,16.258676470588235,4,50,514,314
13065,205.86,14.704285714285716,1,14,74,0
13066,470.8,9.808333333333334,2,48,322,7
13067,115.46000000000001,7.697333333333334,1,14,32,0
13068,344.0,172.0,2,1,200,309
13069,4431.44,10.451509433962263,24,283,5873,368
13070,228.8,25.422222222222224,1,9,110,0
13072,177.15,25.307142857142857,1,7,69,0
13075,919.61,41.80045454545455,1,22,485,0
13077,728.02,6.558738738738739,4,99,862,365
13078,12627.94,35.27357541899441,26,96,5630,363
13079,220.10000000000002,36.68333333333334,5,2,62,136
13080,58.08,9.68,1,6,120,0
13081,28337.38,27.67322265625,11,509,19068,359
13082,3613.63,49.50178082191781,9,64,4324,212
13083,303.75,16.875,2,15,187,71
13085,416.08,18.91272727272727,2,17,216,137
13089,58762.08,32.393649393605294,97,662,31025,366
13090,8910.82,57.48916129032258,14,98,2263,364
13091,345.82,16.467619047619046,1,21,466,0
13092,477.83,19.1132,5,19,279,288
13093,7832.47,49.260817610062894,8,98,3961,97
13094,1927.3200000000002,80.305,12,5,1716,347
13095,74.39999999999999,12.399999999999999,1,6,144,0
13097,6003.22,14.259429928741094,10,213,2360,327
13098,28882.44,50.49377622377622,28,162,15968,316
13099,207.36,207.36,1,1,288,0
13101,101.19,12.64875,1,8,113,0
13102,6424.09,21.131875,24,141,4204,363
13103,243.94,30.4925,1,8,82,0
13104,1098.48,54.924,6,14,504,351
13106,76.5,76.5,1,1,18,0
13107,1531.6200000000001,26.407241379310346,4,54,1293,289
13108,350.06,35.006,1,10,298,0
13109,786.54,16.734893617021275,2,41,520,97
13110,1488.67,10.266689655172414,7,110,388,279
13113,12245.960000000001,61.229800000000004,24,95,3045,365
13115,2294.78,19.12316666666667,4,89,1567,172
13116,501.14,16.704666666666665,1,30,291,0
13117,984.91,12.959342105263158,8,66,945,350
13118,1197.81,15.162151898734177,5,67,410,269
13120,30.6,30.6,1,1,12,0
